level_0,index,Chunk,Tag,sentence_id,Spans
2740,4913,"Ăn mặc không để đụng hàng, nên cũng không giống ai và con gì luôn.",1.0,2173,"[[36, 64]]"
2741,4915,Đan Thi Thao Nguyen Pham Thi Thi xanh mặt liền :(((((,0.0,2174,[]
2742,4917,Huỳnh Minh lực,0.0,2175,[]
2743,4919,"Cc gì zậy ô già , để cho mấy đứa nó ngủ coi 😳😳",1.0,2176,"[[0, 1], [10, 14]]"
2744,4921,Ty Pé bé dâu bắt trend lẹ ghê 🤣🤣,0.0,2177,[]
2745,4923,Lan Hoa mấy đứa suốt ngày bảo người ta đạo này nọ cả đời chỉ núp dưới bóng của người khác 🙂,1.0,2178,"[[90, 90]]"
2746,4925,Lê Hà Thư vẫn cứ là ok:))),0.0,2179,[]
2747,4927,Giá đã niêm yết.,0.0,2180,[]
2748,4928,Ngu mua đắc chí để thằng ad sủa.,1.0,2180,"[[0, 2], [19, 23], [28, 30]]"
2749,4929,Tuy nhiên cũng phải chấn chỉnh cho nề nếp,0.0,2180,[]
2750,4931,Chị ba .bản lĩnh con cháu hai bà trưng bà triệu👍🙏❤🌍,0.0,2181,[]
2751,4933,Vl,1.0,2182,"[[0, 1]]"
2752,4935,Cho em dia chi Di chi,0.0,2183,[]
2753,4937,Minh hiếu nói chuyện duyên dáng quá,0.0,2184,[]
2754,4939,Nghe giọng lứng quá abe,1.0,2185,"[[11, 14]]"
2755,4941,Long Nguyen :))) câm,1.0,2186,"[[17, 19]]"
2756,4943,CHỉ cần rửa tay và ở yên trong nhà :),0.0,2187,[]
2757,4945,Minh Anh Mai Xin mọi người 3s để like và follow cho fanpage của mình nha.,0.0,2188,[]
2758,4947,Đm m hồ khang ạ,1.0,2189,"[[0, 1], [3, 3]]"
2759,4949,Xa La Công Tử share về các page,0.0,2190,[]
2760,4951,Huynh Tam HT nó ghi sống nhanh mà :)),0.0,2191,[]
2761,4953,Khi sự thật nó trần trụi thì chả con bò nào chịu như thế cả.,1.0,2192,"[[33, 38]]"
2762,4954,"Tư duy chỉ cần thắng bóng đá còn nô lệ, ô nhiễm chết lần chết mòn, dân tộc suy vong thì mặc kệ.",1.0,2192,"[[33, 37], [40, 64], [67, 82]]"
2763,4955,Chính điểm yếu này mà tầng lớp thanh niên VN bị CS dắt mũi như những con lừa chỉ bằng vài trận bóng.,1.0,2192,"[[22, 75]]"
2764,4956,Sự Thật luôn nghịch nhĩ.,0.0,2192,[]
2765,4958,khựa nhé :)))),1.0,2193,"[[0, 3]]"
2766,4960,dư luận viên vào ẳng nào :v,1.0,2194,"[[17, 19]]"
2767,4962,má lên clip rồi.,1.0,2195,"[[0, 1]]"
2768,4963,mà đéo hiểu có ai giúp cho những người này hay không.,1.0,2195,"[[3, 5]]"
2769,4964,mặt rõ ràng ra rồi.,0.0,2195,[]
2770,4965,mà cũng chẳng đéo quan tâm,1.0,2195,"[[14, 16]]"
2771,4967,giàu mà ko biết chia chác cho tụi nó thì bầu Kiên đã là một ví dụ.,1.0,2196,"[[30, 35]]"
2772,4969,"Hoàng Văn nếu là nhà tài trợ thưởng thì ko mất thuế,nhưng sợ ko biết có tới tay mấy e đc ko nè",0.0,2197,[]
2773,4971,Kim Thanh đm thanh nhé,1.0,2198,"[[10, 11]]"
2774,4973,Mình mua chai 300k ve sịt nhứ cái quần què thấy mình ngu ghê luôn,1.0,2199,"[[34, 41], [53, 55]]"
2775,4975,có thể suy ra 84% nhất trí là máy thằng ml tham ô :))),1.0,2200,"[[34, 41], [43, 48]]"
2776,4977,ngoài 50 thì chắc bố của nhung,0.0,2201,[]
2777,4979,Tuyển thủ trong team chuyên nghiệp mang Pubg VN ra thế giới này :)),0.0,2202,[]
2778,4981,Ít ra cứ phải chúc mừng Hồng Kong cái đã.,0.0,2203,[]
2779,4982,Chắc còn phải được hưởng dân chủ thêm chục năm.,0.0,2203,[]
2780,4984,người sản xuất iphone idol anh độ rồi :v,0.0,2204,[]
2781,4986,Tấm đầu tìm mãi mới thấy anh chả =)),0.0,2205,[]
2782,4988,"đỉnh nhất vẫn là \""chiếc khăn gió ấm\""",0.0,2206,[]
2783,4990,Chỉ có mấy con thùng thần khùng và vô học mới khen hay và mùi đả lớn mà nói tuc mà mọi người còn cổ vủ hay tôi tinh toàn bị hư học coi đi đồng nay sắp lắc đi,1.0,2207,"[[11, 30], [35, 40]]"
2784,4992,Nh e là đời lên đéo cần e,1.0,2208,"[[16, 18]]"
2785,4994,Phai cho Co nay 1 bai hoc de biet the nao la le do.An noi qua u la mat day.,1.0,2209,"[[67, 73]]"
2786,4995,vo van hoa.,1.0,2209,"[[0, 9]]"
2787,4997,Bao giờ bọn chó nó chết cùng thì mới ko an toàn,1.0,2210,"[[8, 14], [16, 17], [19, 22]]"
2788,4999,đọc đâu cũng thấy lầm than :)))),0.0,2211,[]
2789,5001,Nát hết cmn rồi,1.0,2212,"[[0, 2], [8, 10]]"
2790,5003,Lan Vi quả này mưa rào r :)),0.0,2213,[]
2791,5005,Giả ốm để khỏi stream,0.0,2214,[]
2792,5007,Ba nay mat dai qua lon roi an noi tuc tiu hay ho gi,1.0,2215,"[[7, 13], [34, 50]]"
2793,5009,Cho ra những tấm ảnh đầy tính ấu dâm,1.0,2216,"[[30, 35]]"
2794,5011,Mỹ mà .,0.0,2217,[]
2795,5012,"lúc có lợi thì họ dung hết xài rồi vứt,",1.0,2217,"[[18, 37]]"
2796,5014,Tóc đẹp lồn lộn vcl anh :))) đan xen từ ngữ chất vl,1.0,2218,"[[8, 10], [16, 18], [49, 50]]"
2797,5016,Thôi hoà bình công lý gì?,0.0,2219,[]
2798,5017,Làm loạn :3,0.0,2219,[]
2799,5019,Mời Dì Hai (ca sỹ Tuấn Phong) đi Anh Chị ❤️❤️,0.0,2220,[]
2800,5021,Anh nên xuống địa phủ chơi vs diêm vương cho đỡ ngột ngạt nhá anh,1.0,2221,"[[14, 20], [30, 39], [48, 56]]"
2801,5023,"mày bị ngu hay gì mà m hổng hiểu , mày ngon m để hình bản mày lên là xác định 8h tối nay dở nóc nhà màyyy",1.0,2222,"[[0, 2], [7, 9], [21, 21], [35, 37], [39, 42], [44, 44], [58, 60], [100, 104]]"
2802,5025,"Cẩu quan thì luôn có những sáng kiến dị hợm, mà ko biết chúng có biết chữ để đọc báo ko?",1.0,2223,"[[0, 2], [37, 42], [56, 86]]"
2803,5027,Abe mua áo như này là chet con di me sela rồi =)),1.0,2224,"[[22, 35]]"
2804,5029,nhìn hài vailon anh 🙂,1.0,2225,"[[9, 14]]"
2805,5031,"Với tài năng của thủ tướng cộng với trí tuệ của ông Kiên, minh tin rằng năm sau kinh tế VN sẽ hoá rồng lộn xuống thiên đường XHCN",0.0,2226,[]
2806,5033,Dat Nguyen đôi lúc cũng có bài k hay chứ chẳng lẽ hay hết 🙄,0.0,2227,[]
2807,5035,vcl mấy thằng liệt não =)),1.0,2228,"[[0, 2], [8, 21]]"
2808,5037,Long Nguyễn do não m khôn hay ngu thôi,1.0,2229,"[[19, 19], [30, 32]]"
2809,5039,cận CL !,1.0,2230,"[[4, 5]]"
2810,5040,dân nghèo rớt ra xây cái nhà ga 900mil USD.,1.0,2230,"[[0, 41]]"
2811,5041,2` @@,1.0,2230,"[[0, 1]]"
2812,5043,"Như cc vay cái qq j mà vay lắm thế, ta khinh !",1.0,2231,"[[4, 5], [15, 16], [39, 43]]"
2813,5044,Đậu!,1.0,2231,"[[0, 2]]"
2814,5046,Mỹ Hạnh hạnh là 1 bông hoa dại à 🤣,0.0,2232,[]
2815,5048,Dm!,1.0,2233,"[[0, 1]]"
2816,5049,qua đợt dịch này thì thằng sống ích kỷ này chắc sớm gia nhập juventuts,1.0,2233,"[[21, 25], [32, 37]]"
2817,5051,Ai cho t biết nhạc n ntn k 🤦‍♀️,0.0,2234,[]
2818,5053,Da thị ba,0.0,2235,[]
2819,5055,a xamlol qua,1.0,2236,"[[2, 7]]"
2820,5057,Lúc còn thời thì chửi ng ta.,1.0,2237,"[[17, 20]]"
2821,5058,Hết thời rồi ra cái vẻ tiếc.,1.0,2237,"[[0, 7], [13, 26]]"
2822,5059,Vớ vẩn vl :)),1.0,2237,"[[0, 8]]"
2823,5061,Ngon mẹ gì mà ăn nhỉ,1.0,2238,"[[5, 6]]"
2824,5063,hq k còn ca nào nhiễm vì nhiễm gần hết,0.0,2239,[]
2825,5065,Nói về mấy ông bụng phệ ở trong chích quyền thôi nói cả đời vẫn ko hết chuyện.mãi cũng ko sửa đc.nó ăn vào xương vào tuỷ rồi.,1.0,2240,"[[7, 9], [15, 22], [78, 95]]"
2826,5067,"@Been 93 Nguyễn Thế bây giờ còn chửi ai không, tụi bây cũng ít rảnh lồn quá mà, vô cmt cũng đàng hoàng gì.nói trên đầu người ta không chứ đàng hoàng gì",1.0,2241,"[[32, 35], [47, 53], [68, 70], [106, 117]]"
2827,5069,Ad nói chiện như cc ngta phò thì đã sao ngta có trộm cướp gì nhà m chưa hả con chó ad ?,1.0,2242,"[[17, 18], [25, 27], [48, 56], [65, 65], [75, 81]]"
2828,5070,M đã xác định đc nghề nghiệp của ta chưa mà chửi chửi thì chửi cho đúng chư đừng thấy sao,1.0,2242,"[[0, 0], [44, 52], [58, 61]]"
2829,5072,Thế K-ICM ko phải là con trai rồi mà là cây ATM,1.0,2243,"[[4, 28]]"
2830,5074,"Page này khác đ gì VT đâu ~~ toàn đăng bừa ẩu bậy.T like page này vì lúc đầu tụi nó nói đúng,càng về sau thì càng lòi cái mặt ra ~~",1.0,2244,"[[14, 14], [43, 44], [50, 50], [77, 82], [114, 116]]"
2831,5076,Đưa a Độ về bắt ít gà Tày làm khô gà bán cho các ông đấy,0.0,2245,[]
2832,5078,Anh ba reaction bài của cô Mina đi,0.0,2246,[]
2833,5080,yeb,0.0,2247,[]
2834,5082,Ko xin nó thì đái ra mà hết hạn hán nhé,1.0,2248,"[[7, 8], [14, 16]]"
2835,5084,"Thiệt @@ VN mốt thành cái ổ trộm cướp giật đồ hết, tha hồ trộm đi, nhà nước bảo vệ cho",1.0,2249,"[[28, 36], [38, 44], [58, 61]]"
2836,5086,"Tram Nguyen ũa, nó thích ia thôi chứ đâu có chây chét như mấy con đó :))))",0.0,2250,[]
2837,5088,Đạt Phạm dcu m đùa dai như tk bố m thế,1.0,2251,"[[9, 13], [27, 28], [33, 33]]"
2838,5090,Lương tháng dc có 7-8 triệu =)),0.0,2252,[]
2839,5092,Cái mỏ của nó cho khẩu súng vào bấm nút cái bùm,1.0,2253,"[[4, 5], [11, 12], [18, 26], [44, 46]]"
2840,5094,Người Việt mà đéo được về Việt .,1.0,2254,"[[14, 16]]"
2841,5095,Đâm đầu chết mẹ đi cho mấy mà vừa lòng .,1.0,2254,"[[0, 17]]"
2842,5097,Tao lao .nói chuyện hoan tưởng,1.0,2255,"[[0, 6], [20, 29]]"
2843,5099,có fan cứng nhưng nào đâu hiển thị :((,0.0,2256,[]
2844,5101,Đây đích thị là một người bác sĩ vĩ đại ❤️,0.0,2257,[]
2845,5103,Nguyễn CHi Nguyễn Chi kk,0.0,2258,[]
2846,5105,Nhật TùNg r xong sản sủa,1.0,2259,"[[17, 23]]"
2847,5107,Sao thầy kh múa quạt nhỉ =))),0.0,2260,[]
2848,5109,"Cái bọn bang đảng búa liềm này rất láo, vô sỉ.",1.0,2261,"[[0, 25], [35, 37], [40, 44]]"
2849,5110,"Miệng thì bù lu bù loa dân làm chủ, nhà nước quản, can bộ là đầy tớ nhưng xin hỏi có thằng đầy tớ nào mà láo như vậy ko, ko hề trình báo công việc mình làm, tiến trình và kết quả ra sao cho chủ, lại giữ bí",1.0,2261,"[[0, 21], [61, 66], [85, 96], [105, 107]]"
2850,5112,lạy tụi bán sim.,1.0,2262,"[[4, 6]]"
2851,5113,méo biết nhục là gì nữa trời.,1.0,2262,"[[0, 2], [9, 12]]"
2852,5114,ăn rồi bị họ chửi rủa như chó mà cũng lầy hoài.,1.0,2262,"[[0, 45]]"
2853,5115,chả biết ai mua không mà cứ dai như đĩa đói -_-,1.0,2262,"[[28, 42]]"
2854,5117,mat day,1.0,2263,"[[0, 6]]"
2855,5119,xạo lol dell có gì vui chúng ta ko nên xạo lol 😏😏,1.0,2264,"[[0, 6], [39, 45], [47, 48]]"
2856,5121,Lạy mấy ông :((( sáng sớm mới thức coi từ tối qua giờ còn ám ảnh đ'dám đi đánh răng luôn,0.0,2265,[]
2857,5123,Trang MyHan nho lém á,0.0,2266,[]
2858,5125,Tự nhiên thấy yêu nước =)),0.0,2267,[]
2859,5127,Trung sonic,0.0,2268,[]
2860,5129,Ở một diễn biến khác,0.0,2269,[]
2861,5131,thiện tai,0.0,2270,[]
2862,5133,Giày trăm rưỡi trên sóp pe hơi bị xịn nha các ông =)))),0.0,2271,[]
2863,5135,có bạn ưi :)),0.0,2272,[]
2864,5137,"Mong muốn khởi nghĩa để đất nước giống ukranie, syria, iraq là ước mơ cháy mỏng của ad",0.0,2273,[]
2865,5139,vcl haha,1.0,2274,"[[0, 2]]"
2866,5141,Chẳng hiểu mày ăn mặc kiểu lồn gi,1.0,2275,"[[11, 13], [15, 29]]"
2867,5143,Vler.,1.0,2276,"[[0, 3]]"
2868,5144,Cái bọn này mà.,1.0,2276,"[[4, 6]]"
2869,5145,Ko làm cái này thì tụi nó cũng kiếm ăn bằng cái khác thôi.,1.0,2276,"[[19, 24]]"
2870,5147,Giống người k :)),0.0,2277,[]
2871,5149,Nản ngực giá bao nhiêu vậy chị,0.0,2278,[]
2872,5151,Nay live kênh mới hả a3,0.0,2279,[]
2873,5153,Nguyễn Bảo Nguyen Bao Minh lời hứa năm xưa,0.0,2280,[]
2874,5155,Tình hình dịch bệnh đang rất phức tạp.,0.0,2281,[]
2875,5156,Mọi người ra đường nhớ đeo khẩu trang.,0.0,2281,[]
2876,5157,"Ai sống một mặt thì đeo 1 cái, ai sống hai mặt thì đeo 2 cái.",1.0,2281,"[[31, 59]]"
2877,5158,Còn ai sống như con kă.c.,1.0,2281,"[[20, 23]]"
2878,5159,thì nên đeo bcs thay khẩu trang 😏😏😏,1.0,2281,"[[4, 30]]"
2879,5161,Thầy ơi giáo án mới 0177 của con nè :),0.0,2282,[]
2880,5163,Ad lại chẳng biết cc j rồi.,1.0,2283,"[[18, 19]]"
2881,5164,Tiền thuế cno' lấy của ad đâu bằng tiền cúng của tụi giang hồ,1.0,2283,"[[10, 12], [49, 60]]"
2882,5166,Đây mới là người có bản lĩnh thực sự 👍,0.0,2284,[]
2883,5168,chẳng ra gì?,1.0,2285,"[[0, 10]]"
2884,5170,Nói ý kiến của mình mà bị gọi là phản động.,0.0,2286,[]
2885,5171,Xàm VL,1.0,2286,"[[0, 5]]"
2886,5173,K icm ca sĩ concac à,1.0,2287,"[[12, 17]]"
2887,5175,"Xe tắng thiết giáp đáp lồn má mấy thằng ở trên,cmt ngu vl",1.0,2288,"[[19, 38], [51, 56]]"
2888,5177,🥰,0.0,2289,[]
2889,5179,Vui cùng em bóp vú bên đường 🤭🤭🤭,1.0,2290,"[[12, 27]]"
2890,5181,Ông nào GATO thì sẽ bảo ảnh này ghép cho coi 😥,0.0,2291,[]
2891,5183,"Má đi du lịch ở nước ngoài về, thì tự khai báo cach li di chứ,sao có loại người i thức kém vậy trời",1.0,2292,"[[0, 1], [69, 72], [80, 89]]"
2892,5185,"Mấy con cá đàn áp dân, từ dân mà ra, đc chính phủ trả tiền và trao quyền lực để quay lại đàn áp dân",1.0,2293,"[[11, 16], [89, 94]]"
2893,5187,kệ cha chúng mày mọi việc đã có ĐẺNG và đám BÒ ĐỎ ÓC BÒ nó lo.,1.0,2294,"[[0, 15], [32, 35], [40, 48], [50, 54], [56, 57]]"
2894,5189,trung trần dần ?,0.0,2295,[]
2895,5190,D: ?,0.0,2295,[]
2896,5192,Tiền nhiều thì làm gì.,0.0,2296,[]
2897,5193,Ngoan mà nằm im 1 chỗ đi,0.0,2296,[]
2898,5195,E cũng rất thik lm giàu,0.0,2297,[]
2899,5197,Nghe có vẻ Hư Trúc nhưng lại rất Mộ Dung Phục,0.0,2298,[]
2900,5199,Chị ấy đúng là người vừa có tiền lại không có não.,1.0,2299,"[[37, 48]]"
2901,5200,Nhà nước nên lập danh sách gửi cho hàng không cấm vận những ng đang trong thời gian cách ly để họ không di chuyển khỏi khu vực cách ly nhỉ.,0.0,2299,[]
2902,5201,Và nên sử phạt thật nặng những trường hợp ntn lần sau khỏi tái phạm nữa,0.0,2299,[]
2903,5203,Học sinh như cái đách l abe,1.0,2300,"[[17, 22]]"
2904,5205,Dễ thương gì đâu,0.0,2301,[]
2905,5207,Ngọc Như chắc là sẽ bíu ty phun lắm đâyyy,0.0,2302,[]
2906,5209,Như con bóng dạ.:)),1.0,2303,"[[4, 11]]"
2907,5211,Xăng đg đc nhà nước trợ giá rẻ thế còn j nữa,0.0,2304,[]
2908,5213,Sẵn đây e nói lun.,0.0,2305,[]
2909,5214,Hôm bữa e có nhặt được cộng lông ở nhà nghỉ ac nào đánh rơi thì tìm e e cho xin lại 😁,0.0,2305,[]
2910,5216,Hay quá tùng ơi !,0.0,2306,[]
2911,5218,Đất nước sẽ đi về đâu vs những thằng ngu như admin page này -_-,1.0,2307,"[[0, 39]]"
2912,5220,Sịn nhờ,0.0,2308,[]
2913,5222,Có vẻ là người nổi tiếng :v,0.0,2309,[]
2914,5224,Diện Trần,0.0,2310,[]
2915,5226,Trong Nguyen sống chậm lại để suy nghĩ kĩ hơn xem câu chuyện đó có gì buồn cười!,0.0,2311,[]
2916,5228,Tran Phuong Lieu Ở thế có chầm cảm,0.0,2312,[]
2917,5230,Oke bột giặt aba sạch tinh tươm,0.0,2313,[]
2918,5232,Thanh Hoa nhiều cánh hoa tạo nên (Thanh)Hoa,0.0,2314,[]
2919,5234,Suy diễn như cái cc.Đi so sánh khập khiễng vkl.Thử đứng ra kêu gọi đc cả đống tiền như ngta k mà ngồi rảnh lồn đi phán :))),1.0,2315,"[[17, 18], [43, 45], [59, 117]]"
2920,5236,cố gắng lấy lại hue hiệu han cứng nào =(,0.0,2316,[]
2921,5238,Tao vừa thấy thằng lâm thồn sủa mà sao xoá cmt nhanh thế :)))),1.0,2317,"[[0, 2], [13, 17], [19, 26], [28, 30]]"
2922,5240,Nguyễn Phước Đạt tính ht r nha,0.0,2318,[]
2923,5242,ủa vậy Thủ Tướng kỳ này là ai vậy,0.0,2319,[]
2924,5244,Đm ad.,1.0,2320,"[[0, 1]]"
2925,5245,Nếu ko phải hoài linh.,0.0,2320,[]
2926,5246,Mà là người khác xây nhà này.,0.0,2320,[]
2927,5247,Chính quyền bỏ qua rồi đến khi báo chí nói thì mày lại chẳng bù lu bù loa là bụng phệ ăn tiền chứ gì.,1.0,2320,"[[47, 49], [61, 72], [77, 84]]"
2928,5248,Đm,1.0,2320,"[[0, 1]]"
2929,5250,Mình hiểu uống sao không tan mỡ bụng chị Ba vàng Ngọc cũng giàu.,0.0,2321,[]
2930,5251,Hoá cho nên đồng.,0.0,2321,[]
2931,5252,Hùi hụi cho tới tháng tám,0.0,2321,[]
2932,5254,Sương mù là tại thiên tai !,0.0,2322,[]
2933,5256,"không hèn không phải là cộng sản, tội đồ sớm có quả báo nhãn tiền.",1.0,2323,"[[0, 31], [34, 39], [48, 54]]"
2934,5258,Lại bảo ghép :v,0.0,2324,[]
2935,5260,Nhục cái lồn gì k biết?:)).,1.0,2325,"[[9, 11]]"
2936,5261,Mệt người sủa ngu.,1.0,2325,"[[10, 12], [14, 16]]"
2937,5262,Cút,1.0,2325,"[[0, 2]]"
2938,5264,dm tao nói cho tụi thầu nc ngoài xứ tây nhé.,1.0,2326,"[[0, 1], [3, 5], [15, 17]]"
2939,5265,lần sau vào phải có cái gì bôi trơn.,1.0,2326,"[[27, 34]]"
2940,5266,nước bọt suông à.,1.0,2326,"[[0, 7]]"
2941,5267,chúng mày ngu lắm.,1.0,2326,"[[0, 16]]"
2942,5269,Tao địt cần biết thằng lồn nào nghe máy trộm,1.0,2327,"[[0, 2], [4, 6], [17, 25], [40, 43]]"
2943,5271,"Xem dc 1/3 toàn thấy nói đạo lý, chả có đéo gì bổ ích",1.0,2328,"[[33, 42]]"
2944,5273,Kris Nai đéo mẹ =)))))),1.0,2329,"[[9, 14]]"
2945,5275,Đúng r.,0.0,2330,[]
2946,5277,Làm công việc mình đam mê là bước đầu của thành công đấy a :))) làm việc mà ko có đam mê thì sớm muộn gì ko nhảy việc :))),0.0,2331,[]
2947,5279,Táng chết cha tụi mày lũ học trò l :)),1.0,2332,"[[0, 3], [5, 12], [14, 20], [22, 23], [33, 33]]"
2948,5281,From Bảo Yên with love =))),0.0,2333,[]
2949,5283,"Chúng tôi: đại đa số dân đen nước Việt, rất cảm ơn thịnh tình và sự nhiệt huyết của quí ngài dành cho môi trường nơi chúng tôi sinh sống.",1.0,2334,"[[21, 27]]"
2950,5284,"Chúng tôi lấy làm tiếc về sự việc đã xảy ra, mà ko biết làm sao để thay đổi, mặc dù 90tr dân nước Việt thông minh,",0.0,2334,[]
2951,5286,ai có link beat cho mình xin đc ko ?,0.0,2335,[]
2952,5288,m nói láo chứ ai,1.0,2336,"[[6, 8]]"
2953,5290,Hoàng Xuân Tâm sơn tùng nè :),0.0,2337,[]
2954,5292,Hài vcl.,1.0,2338,"[[4, 6]]"
2955,5293,Buồn mà xem video của Thầy là muốn tự tử :)),1.0,2338,"[[35, 39]]"
2956,5295,"Tôi cũng vây ,nói ko với tân hiệp phát",0.0,2339,[]
2957,5297,Vl sam,1.0,2340,"[[0, 1]]"
2958,5299,Bùn nhở,0.0,2341,[]
2959,5301,đm thầy nhớ thấy lol,1.0,2342,"[[0, 1], [17, 19]]"
2960,5303,Đm cuộc đời nên có 1 độ thôi mệt vl rồi 🤣.,1.0,2343,"[[0, 1], [33, 34]]"
2961,5304,8 ông như ông độ nghĩ đm việt nam n loạn vl.,1.0,2343,"[[22, 23], [34, 42]]"
2962,5306,"Trộn mẫu máu của 4 người & xét nghiệm sau khi cắt đôi que thử thì chắc kết quả sẽ không chính xác,rồi vợ chồng nghi kỵ nhau,kẻ có bệnh tưởng mình trong sạch tha hồ mang bệnh đi lây lan cho ng #,ng không bệnh lại tưởng bệnh thì lo lắng,rồi khéo lại tự vẫn.nói chung là tận cùng của sự khốn nạn,không thể chấp nhận",1.0,2344,"[[248, 253], [284, 291]]"
2963,5308,vay cho con cháu du học xây nhà mà :v,1.0,2345,"[[0, 30]]"
2964,5310,Vũ Thị Huyền bn v b,0.0,2346,[]
2965,5312,"Về chính trị, chúng tuyệt đối không cho nhân dân ta một chút tự do dân chủ nào.",1.0,2347,"[[14, 18]]"
2966,5314,"Cộng sản là thế, muôn đời",0.0,2348,[]
2967,5316,Su Quỳnh chéo avt hộ vs ạ,0.0,2349,[]
2968,5318,Chị nói hay thế,0.0,2350,[]
2969,5320,THẰNG AD ĐỌC KỸ RỒI HÃY PHÁN!,1.0,2351,"[[0, 4]]"
2970,5321,AD MÀ LÀM ĂN THUA CẢ CON CHÓ!,1.0,2351,"[[6, 27]]"
2971,5322,VỀ BỐC CỨT ĂN ĐI,1.0,2351,"[[3, 9]]"
2972,5324,Phan Nhuệ Anh cmt cái đồng hồ chi vậy bác 😂,0.0,2352,[]
2973,5326,Phan Mạnh Cường bạn lên xung phong đi chứ k ai mong chết đầu tiên đâu,0.0,2353,[]
2974,5328,"Không phải năng khiếu bạn ơi, cái bài này mấy ông ấy đi nhuyễn hết cả rồi còn đâu, dân còn lạ gì :))",1.0,2354,"[[30, 36], [53, 61]]"
2975,5330,"Nó làm cái cửa hậu thừa ra tí để che mưa cho chắc hơn nước đỡ hắt thôi mà cũng ầm lên, ko thích thì lấy máy mài mà mài đi để nâng cao tinh thần bắc bó.",1.0,2355,"[[0, 1]]"
2976,5332,Ae cho mình hỏi làm sao mua khô gà vậy?,0.0,2356,[]
2977,5334,Cánh hoa bên đấy là l** bên đây 😰😰😰,1.0,2357,"[[20, 22]]"
2978,5336,Xin cụ Lân,0.0,2358,[]
2979,5338,Sang hết đây :)),0.0,2359,[]
2980,5340,K có nghìn nào giúp dân thì nín đi!,1.0,2360,"[[0, 30]]"
2981,5342,@Mood Music bạn nói dị Là bạn xạo lồn,1.0,2361,"[[30, 36]]"
2982,5344,1 con chó điên đã vào sủa và cắn.,1.0,2362,"[[2, 13], [22, 24], [29, 31]]"
2983,5346,Chả hiểu đẹp ở đâu,0.0,2363,[]
2984,5348,đợi cc,1.0,2364,"[[4, 5]]"
2985,5350,Nghỉ hè luôn,0.0,2365,[]
2986,5352,Đậu mạ!,1.0,2366,"[[0, 5]]"
2987,5353,Vịt nôm cái méo gì cũng có thể xảy ra.,1.0,2366,"[[0, 6], [12, 14]]"
2988,5354,"Trốn truy nã tại địa phương 26 năm, làm chánh văn phòng tại địa phương.",0.0,2366,[]
2989,5355,Tất cả là nhờ sự lãnh đạo tài tình của đảng và nhà nước.,0.0,2366,[]
2990,5356,Dân ta cứ yên tâm mà chết dần chết mòn đi,1.0,2366,"[[21, 37]]"
2991,5358,Tao gõ chớt mẹ mày chứ ở đó mà múa .,1.0,2367,"[[0, 2], [7, 17]]"
2992,5359,Abe said :)),0.0,2367,[]
2993,5361,Thật sự rất yêu Đà Nẵng và bác Thanh,0.0,2368,[]
2994,5363,"những đứa như ad với m chỉ suy nghĩ được z nên mãi làm dân ngu cu đen thôi, chừng nào tính được 200 tỉ mà ăn được bn mới làm lãnh đạo đc.",1.0,2369,"[[6, 8], [21, 21], [56, 69], [77, 136]]"
2995,5364,thân ái,0.0,2369,[]
2996,5366,Tiên cha chug mày trong đó chỉ có vị bộ trưởng bộ văn hoá thể thao và du lịch của Việt Nam và ông trần anh tuấn phó chủ tịch VFF là phó chủ tịch thường trực của liên đoàn bóng đá ĐNA và các quan chức thành viên của liên đoàn trao thưởng chỉ là chụp hik lưu niệm mà cug nói là quan chức lũ ngu à,1.0,2370,"[[0, 16], [286, 291]]"
2997,5368,đảng con bò,1.0,2371,"[[0, 10]]"
2998,5370,@Phan ngô dm nước sông ko phạm nước giếng ok ai tao cũng idol hết ok nhưng bức xúc chửi vậy thôi ko quên chúc cô buổi tối vv,1.0,2372,"[[10, 11], [48, 50], [83, 86]]"
2999,5372,"Ông lân giỏi thật, phỏng vấn mà mặt tỉnh như bơ",0.0,2373,[]
3000,5374,A làm e nộp đơn xin nghỉ việc cmnr và cái kết dkmn rồi sml ra “Cực kỳ thuyết phục”,1.0,2374,"[[30, 33], [46, 49], [55, 57], [63, 80]]"
3001,5376,Nghe một hồi xong vẫn đ hiểu phụ nữ cần cc gì :((((,1.0,2375,"[[22, 22], [40, 41]]"
3002,5378,Bắn làn+tốc độ,0.0,2376,[]
3003,5380,tuyên dương a csgt này nữa.,0.0,2377,[]
3004,5381,"đm nhà a, bài bạc gái gú cái đầu bùi gì a cũng biết",1.0,2377,"[[0, 1], [10, 23], [25, 35]]"
3005,5383,Tài Lê Tấc nhiêng là mưu sự do nhân mà thành sự do thiên,0.0,2378,[]
3006,5385,Hòn Ngọc VIỄN Đông óc chó ạ :3,1.0,2379,"[[19, 24]]"
3007,5387,Tại sao K-ICM được coi là ca sĩ !,0.0,2380,[]
3008,5389,Ngoc Pham đệch,1.0,2381,"[[10, 13]]"
3009,5391,Lời hứa mấy ông này như trò hề.,1.0,2382,"[[0, 29]]"
3010,5392,Còn nhớ cái ngày ông Dũng lên làm thủ tướng ông ấy hứa nếu k xoá đc nạn tham nhũng thì sẽ từ chức.,1.0,2382,"[[72, 81]]"
3011,5393,Và thực tế thì nạn tham nhũng tăng lên.,0.0,2382,[]
3012,5394,Còn ông có từ chức mẹ gì đâu,1.0,2382,"[[19, 20]]"
